language,kind,variant,pearson_r,n
sv,size,rel_dispersion,0.07914119610021339,33
sv,size,rel_mpd,0.036909159970593,33
sv,size,rel_mpsd,0.16882194708758966,33
sv,size,rel_star_discrepancy,-0.07793061004714842,32
sv,size,rel_std,0.029715907383784233,33
sv,size,rms_deviation,0.08026097387894529,33
sv,size,star_discrepancy,-0.11057836015654612,32
sv,size,star_discrepancy_shifted,-0.13370759037602525,32
sv,size,tukey,-0.17580186156444394,33
ta,checkpoint,aad,0.23086611970075877,33
ta,checkpoint,discrepancy,0.2706446452364134,32
ta,checkpoint,dispersion,0.12011518500598632,33
ta,checkpoint,dispersion_shifted,0.025471264485703794,33
ta,checkpoint,dist_std,0.18743631561047588,33
ta,checkpoint,gini,0.053242600003810446,33
ta,checkpoint,iqr,0.3109256891985491,33
ta,checkpoint,mad,0.06708114578351305,33
ta,checkpoint,mpd,0.17593408264296043,33
ta,checkpoint,mpsd,0.1924181960827722,33
ta,checkpoint,projection,-0.18976276319829186,33
ta,checkpoint,quartile_deviation,0.33309280672872676,33
ta,checkpoint,range,0.12011518500598632,33
ta,checkpoint,rel_dispersion,0.027482190263013514,33
ta,checkpoint,rel_mpd,0.10904943870502726,33
ta,checkpoint,rel_mpsd,0.17195820791215946,33
ta,checkpoint,rel_star_discrepancy,0.09445408030954759,32
ta,checkpoint,rel_std,0.1252586890121902,33
ta,checkpoint,rms_deviation,0.18071692614414273,33
ta,checkpoint,star_discrepancy,0.21386711337971168,32
ta,checkpoint,star_discrepancy_shifted,0.17416126445835736,32
ta,checkpoint,tukey,-0.28554621494996446,33
ta,size,aad,0.28519089966870687,33
ta,size,discrepancy,-0.17984120979721854,32
ta,size,dispersion,0.10804997861294695,33
ta,size,dispersion_shifted,0.014635221870983744,33
ta,size,dist_std,0.15839314391829656,33
ta,size,gini,0.13706857719293405,33
ta,size,iqr,0.602712844784225,33
ta,size,mad,0.2882654005313904,33
ta,size,mpd,0.2132854446877549,33
ta,size,mpsd,0.21633548954694648,33
ta,size,projection,-0.1071730015660882,33
ta,size,quartile_deviation,0.5173185378810866,33
ta,size,range,0.10804997861294695,33
ta,size,rel_dispersion,0.06683927142985543,33
ta,size,rel_mpd,0.22597813446271459,33
ta,size,rel_mpsd,0.23064569712205055,33
ta,size,rel_star_discrepancy,-0.18470938153512445,32
ta,size,rel_std,0.20938608903933187,33
ta,size,rms_deviation,0.1982553420085882,33
ta,size,star_discrepancy,-0.2388994633099007,32
ta,size,star_discrepancy_shifted,-0.37669971209444003,32
ta,size,tukey,-0.25427674546063594,33
th,checkpoint,aad,0.45610872530778873,33
th,checkpoint,discrepancy,-0.11711655022585392,32
th,checkpoint,dispersion,0.2830921532665299,33
th,checkpoint,dispersion_shifted,0.30636666270675544,33
th,checkpoint,dist_std,0.3931012471666148,33
th,checkpoint,gini,0.3717253246042228,33
th,checkpoint,iqr,0.531307046188985,33
th,checkpoint,mad,0.33357241072377314,33
th,checkpoint,mpd,0.3949036677526273,33
th,checkpoint,mpsd,0.3613721870153487,33
th,checkpoint,projection,0.2877088120990544,33
th,checkpoint,quartile_deviation,0.5451854248617373,33
th,checkpoint,range,0.2830921532665299,33
th,checkpoint,rel_dispersion,0.2056882879314859,33
th,checkpoint,rel_mpd,0.3459153606936931,33
th,checkpoint,rel_mpsd,0.3178228546258347,33
th,checkpoint,rel_star_discrepancy,0.00763560338598225,32
th,checkpoint,rel_std,0.3517039630959983,33
th,checkpoint,rms_deviation,0.3936224865328632,33
th,checkpoint,star_discrepancy,-0.11790032135324359,32
th,checkpoint,star_discrepancy_shifted,-0.3061688145228994,32
th,checkpoint,tukey,-0.24012479089159453,33
th,size,aad,0.4524233054056405,33
th,size,discrepancy,-0.3450769489000654,32
th,size,dispersion,0.2543722862733937,33
th,size,dispersion_shifted,0.24216688630880656,33
th,size,dist_std,0.3910296326452672,33
th,size,gini,0.30517579836087416,33
th,size,iqr,0.5717690294107262,33
th,size,mad,0.29470460555332106,33
th,size,mpd,0.3804360844452817,33
th,size,mpsd,0.3821683449122144,33
th,size,projection,0.36472059254271844,33
th,size,quartile_deviation,0.5512166420087825,33
th,size,range,0.2543722862733937,33
th,size,rel_dispersion,0.20421314814353925,33
th,size,rel_mpd,0.3625694359053737,33
th,size,rel_mpsd,0.3625446543799044,33
th,size,rel_star_discrepancy,-0.02167223764351406,32
th,size,rel_std,0.3747930164844602,33
th,size,rms_deviation,0.3830108479968577,33
th,size,star_discrepancy,-0.39909026668948505,32
th,size,star_discrepancy_shifted,-0.3703123730352301,32
th,size,tukey,-0.2960113825831519,33
tr,checkpoint,aad,0.2437644461151411,33
tr,checkpoint,discrepancy,0.2613539268354001,32
tr,checkpoint,dispersion,0.2518748667957821,33
tr,checkpoint,dispersion_shifted,0.26204692853472483,33
tr,checkpoint,dist_std,0.2317723274068921,33
tr,checkpoint,gini,0.2306379012361564,33
tr,checkpoint,iqr,0.043767165132091515,33
tr,checkpoint,mad,0.28769966132966346,33
tr,checkpoint,mpd,0.2532794736481842,33
tr,checkpoint,mpsd,0.18873355705572847,33
tr,checkpoint,projection,-0.22299839291309506,33
tr,checkpoint,quartile_deviation,0.2506764875731366,33
tr,checkpoint,range,0.2518748667957821,33
tr,checkpoint,rel_dispersion,0.05562135435697712,33
tr,checkpoint,rel_mpd,0.0473998622575712,33
tr,checkpoint,rel_mpsd,0.08050108946092287,33
tr,checkpoint,rel_star_discrepancy,0.20214784596539173,32
tr,checkpoint,rel_std,0.044588125455813477,33
tr,checkpoint,rms_deviation,0.24696489525905266,33
tr,checkpoint,star_discrepancy,0.27796874690652573,32
tr,checkpoint,star_discrepancy_shifted,0.18263774920855233,32
tr,checkpoint,tukey,-0.306898149863708,33
tr,size,aad,0.13787277762478994,33
tr,size,discrepancy,-0.31080667224513264,32
tr,size,dispersion,0.19464800101873286,33
tr,size,dispersion_shifted,-0.1282737762703873,33
tr,size,dist_std,0.17289166849091753,33
tr,size,gini,-0.09222626422863793,33
tr,size,iqr,-0.1771246323990331,33
tr,size,mad,0.0335728958891484,33
tr,size,mpd,0.1583882297747321,33
tr,size,mpsd,0.23372603553527935,33
tr,size,projection,-0.26792947940600165,33
tr,size,quartile_deviation,-0.008061157629402719,33
tr,size,range,0.19464800101873286,33
tr,size,rel_dispersion,0.06273996998986432,33
tr,size,rel_mpd,0.009501952569875021,33
tr,size,rel_mpsd,0.18073960619569107,33
tr,size,rel_star_discrepancy,-0.3045115061003498,32
tr,size,rel_std,0.017279755918461308,33
tr,size,rms_deviation,0.16376468527827495,33
tr,size,star_discrepancy,-0.3153305037434498,32
tr,size,star_discrepancy_shifted,-0.24972711264132694,32
tr,size,tukey,-0.24012637878831647,33
uk,checkpoint,aad,0.24745424445952915,33
uk,checkpoint,discrepancy,0.21026216582020074,32
uk,checkpoint,dispersion,0.23004628499329935,33
uk,checkpoint,dispersion_shifted,0.24134139936863566,33
uk,checkpoint,dist_std,0.2465528405494524,33
uk,checkpoint,gini,0.28093919581755483,33
uk,checkpoint,iqr,0.13424022105233271,33
uk,checkpoint,mad,0.23657330106293,33
uk,checkpoint,mpd,0.24202003931021646,33
uk,checkpoint,mpsd,0.14366497383613366,33
uk,checkpoint,projection,-0.21390474011660132,33
uk,checkpoint,quartile_deviation,0.2658021729188943,33
uk,checkpoint,range,0.23004628499329935,33
uk,checkpoint,rel_dispersion,0.08959737051839228,33
uk,checkpoint,rel_mpd,0.10266313318546426,33
uk,checkpoint,rel_mpsd,0.0611338306607127,33
uk,checkpoint,rel_star_discrepancy,0.1464943479307304,32
uk,checkpoint,rel_std,0.10875160234020033,33
uk,checkpoint,rms_deviation,0.24345541106055726,33
uk,checkpoint,star_discrepancy,0.2000164255994988,32
uk,checkpoint,star_discrepancy_shifted,0.2067452681828083,32
uk,checkpoint,tukey,-0.20252871862587643,33
uk,size,aad,0.10479746192742045,33
uk,size,discrepancy,0.26390225553014307,32
uk,size,dispersion,0.1012080431787836,33
uk,size,dispersion_shifted,0.3208413935240522,33
uk,size,dist_std,0.11575723912380564,33
uk,size,gini,0.2747360088334638,33
uk,size,iqr,-0.009510462949716619,33
uk,size,mad,0.08240713628453161,33
uk,size,mpd,0.10079867757989135,33
uk,size,mpsd,-0.05113818918533834,33
uk,size,projection,0.005477441464454539,33
uk,size,quartile_deviation,0.0889811408176905,33
uk,size,range,0.1012080431787836,33
uk,size,rel_dispersion,-0.0011263174414218014,33
uk,size,rel_mpd,-0.0017494829335155514,33
uk,size,rel_mpsd,-0.11245557635271747,33
uk,size,rel_star_discrepancy,0.29579698033988777,32
uk,size,rel_std,0.007175013442685972,33
uk,size,rms_deviation,0.1055006080937875,33
uk,size,star_discrepancy,0.27400429837880413,32
uk,size,star_discrepancy_shifted,0.26109054655937264,32
uk,size,tukey,0.03733269466373305,33
vi,checkpoint,aad,0.2393665469454985,33
vi,checkpoint,discrepancy,0.3847676887942506,32
vi,checkpoint,dispersion,0.24102274905793358,33
vi,checkpoint,dispersion_shifted,0.3988369304671153,33
vi,checkpoint,dist_std,0.23560414797655718,33
vi,checkpoint,gini,0.3536887640713831,33
vi,checkpoint,iqr,0.0312516921849506,33
vi,checkpoint,mad,0.10129373432447793,33
vi,checkpoint,mpd,0.24388801816709507,33
vi,checkpoint,mpsd,-0.02036983609888069,33
vi,checkpoint,projection,0.024744170438899503,33
vi,checkpoint,quartile_deviation,0.165541289343201,33
vi,checkpoint,range,0.24102274905793358,33
vi,checkpoint,rel_dispersion,0.11522752170810555,33
vi,checkpoint,rel_mpd,0.11137654536976148,33
vi,checkpoint,rel_mpsd,-0.11389971620300658,33
vi,checkpoint,rel_star_discrepancy,0.3731521956042836,32
vi,checkpoint,rel_std,0.11684173141426493,33
vi,checkpoint,rms_deviation,0.24176710802703413,33
vi,checkpoint,star_discrepancy,0.38814962425550315,32
vi,checkpoint,star_discrepancy_shifted,0.3546978437199141,32
vi,checkpoint,tukey,-0.02854456395420349,33
vi,size,aad,0.24993121317635064,33
vi,size,discrepancy,0.19696866852419478,32
vi,size,dispersion,0.21000172240571355,33
vi,size,dispersion_shifted,0.2683806014313345,33
vi,size,dist_std,0.22251408129009745,33
vi,size,gini,0.22110896088304202,33
vi,size,iqr,-0.005793787949486571,33
vi,size,mad,0.15739125700052836,33
vi,size,mpd,0.24318712895106692,33
vi,size,mpsd,0.05691023561505457,33
vi,size,projection,-0.24537720083076914,33
vi,size,quartile_deviation,0.2666025583580809,33
vi,size,range,0.21000172240571355,33
vi,size,rel_dispersion,-0.10185323557345077,33
vi,size,rel_mpd,-0.07729667205287542,33
vi,size,rel_mpsd,-0.10608625696198855,33
vi,size,rel_star_discrepancy,0.13440198869516126,32
vi,size,rel_std,-0.0787340369210677,33
vi,size,rms_deviation,0.23665976212588094,33
vi,size,star_discrepancy,0.2074670689183302,32
vi,size,star_discrepancy_shifted,0.06459295960313385,32
vi,size,tukey,-0.2508501981753275,33
zh,checkpoint,aad,0.3638696327967178,33
zh,checkpoint,discrepancy,0.2734741613850282,32
zh,checkpoint,dispersion,0.29912096671408506,33
zh,checkpoint,dispersion_shifted,0.31955322325150115,33
zh,checkpoint,dist_std,0.3228642788914423,33
zh,checkpoint,gini,0.35446416380845974,33
zh,checkpoint,iqr,0.3029457534593688,33
zh,checkpoint,mad,0.3869995742902636,33
zh,checkpoint,mpd,0.34766717728089647,33
zh,checkpoint,mpsd,0.15732035332238994,33
zh,checkpoint,projection,-0.07188652666713911,33
zh,checkpoint,quartile_deviation,0.38471766500468535,33
zh,checkpoint,range,0.29912096671408506,33
zh,checkpoint,rel_dispersion,0.14139247206408298,33
zh,checkpoint,rel_mpd,0.22358336894566236,33
zh,checkpoint,rel_mpsd,0.06723723917247257,33
zh,checkpoint,rel_star_discrepancy,0.3073189464766631,32
zh,checkpoint,rel_std,0.2132613767472285,33
zh,checkpoint,rms_deviation,0.3401805906800567,33
zh,checkpoint,star_discrepancy,0.27406138536386515,32
zh,checkpoint,star_discrepancy_shifted,0.21731239852783527,32
zh,checkpoint,tukey,-0.015222502684519112,33
zh,size,aad,0.2207240872061484,33
zh,size,discrepancy,0.43106475639295094,32
zh,size,dispersion,0.1454519300004411,33
zh,size,dispersion_shifted,0.42558721999284044,33
zh,size,dist_std,0.16485527919447077,33
zh,size,gini,0.49290763823701617,33
zh,size,iqr,0.1592235981207337,33
zh,size,mad,0.3124136556689732,33
zh,size,mpd,0.1986067373209775,33
zh,size,mpsd,-0.07463762631228599,33
zh,size,projection,-0.03911350944282441,33
zh,size,quartile_deviation,0.30358214434119585,33
zh,size,range,0.1454519300004411,33
zh,size,rel_dispersion,-0.11805514057929302,33
zh,size,rel_mpd,-0.038922574952467794,33
zh,size,rel_mpsd,-0.254793313667198,33
zh,size,rel_star_discrepancy,0.41284291956374236,32
zh,size,rel_std,-0.05394945983280408,33
zh,size,rms_deviation,0.18795920877778943,33
zh,size,star_discrepancy,0.4095323733135396,32
zh,size,star_discrepancy_shifted,0.39689439611846267,32
zh,size,tukey,0.01575737787367055,33
