task,L,family,kind,n_rungs,gated_rungs,gated,slope,r2,rho,n_options
xnli_zh,30,xnli,benchmark,1,4,True,,,,3.0
xnli_zh,50,xnli,benchmark,1,4,True,,,,3.0
xstorycloze_ar,15,xstorycloze,benchmark,3,2,False,0.12878634380966777,0.9997669415538516,1.0,2.0
xstorycloze_ar,30,xstorycloze,benchmark,3,2,False,0.14954634324833338,0.9682497729170909,1.0,2.0
xstorycloze_ar,50,xstorycloze,benchmark,3,2,False,0.1640467062969763,0.9916058747645102,1.0,2.0
xstorycloze_ca,50,xstorycloze,benchmark,4,1,False,0.14690998699088473,0.9442667092057406,1.0,2.0
xstorycloze_en,1,xstorycloze,benchmark,5,0,False,0.17062346124802225,0.9937271866461425,0.9999999999999999,2.0
xstorycloze_en,2,xstorycloze,benchmark,5,0,False,0.17175903712914262,0.9693537241351037,0.9999999999999999,2.0
xstorycloze_en,8,xstorycloze,benchmark,5,0,False,0.1616902116545477,0.9900859373042427,0.9999999999999999,2.0
xstorycloze_en,15,xstorycloze,benchmark,5,0,False,0.17047859877077448,0.9881061029332735,0.9999999999999999,2.0
xstorycloze_en,30,xstorycloze,benchmark,5,0,False,0.1725665613714451,0.9898669958170433,0.9999999999999999,2.0
xstorycloze_en,50,xstorycloze,benchmark,5,0,False,0.1690596561252018,0.9895343461709522,0.9999999999999999,2.0
xstorycloze_es,8,xstorycloze,benchmark,4,1,False,0.14839338572521588,0.9919352630664663,1.0,2.0
xstorycloze_es,15,xstorycloze,benchmark,4,1,False,0.1478476608289953,0.9922295236232654,1.0,2.0
xstorycloze_es,30,xstorycloze,benchmark,4,1,False,0.12061143486002066,0.9819263782879529,1.0,2.0
xstorycloze_es,50,xstorycloze,benchmark,4,1,False,0.1443652596799794,0.9905427033778906,1.0,2.0
xstorycloze_hi,30,xstorycloze,benchmark,4,1,False,0.07030751975491391,0.9225335922695214,1.0,2.0
xstorycloze_hi,50,xstorycloze,benchmark,4,1,False,0.06181273948270293,0.8311052952385675,0.7999999999999999,2.0
xstorycloze_id,15,xstorycloze,benchmark,4,1,False,0.1530005597225894,0.976971424486655,1.0,2.0
xstorycloze_id,30,xstorycloze,benchmark,4,1,False,0.14709950903598015,0.9823036485464456,1.0,2.0
xstorycloze_id,50,xstorycloze,benchmark,4,1,False,0.13265844062910276,0.9964377752250071,1.0,2.0
xstorycloze_ru,2,xstorycloze,benchmark,4,1,False,0.12904816300757338,0.9857853080236318,1.0,2.0
xstorycloze_ru,8,xstorycloze,benchmark,4,1,False,0.14262331112887103,0.9417015994961513,1.0,2.0
xstorycloze_ru,15,xstorycloze,benchmark,4,1,False,0.11789620887797768,0.9813879337129098,1.0,2.0
xstorycloze_ru,30,xstorycloze,benchmark,4,1,False,0.11887089907142707,0.9838549951891322,1.0,2.0
xstorycloze_ru,50,xstorycloze,benchmark,4,1,False,0.14437554569181932,0.980570439106481,1.0,2.0
xstorycloze_zh,8,xstorycloze,benchmark,4,1,False,0.10673136817156166,0.9879660755117976,1.0,2.0
xstorycloze_zh,15,xstorycloze,benchmark,4,1,False,0.12022689672940315,0.9916838158742313,1.0,2.0
xstorycloze_zh,30,xstorycloze,benchmark,4,1,False,0.12332257279360662,0.997689996745386,1.0,2.0
xstorycloze_zh,50,xstorycloze,benchmark,4,1,False,0.10627653728134373,0.9616219328636629,1.0,2.0
xwinograd_en,1,xwinograd,benchmark,5,0,False,0.23957843758192338,0.9527535249280159,0.9999999999999999,2.0
xwinograd_en,2,xwinograd,benchmark,5,0,False,0.23785578345722913,0.9925882348203627,0.9999999999999999,2.0
xwinograd_en,8,xwinograd,benchmark,5,0,False,0.2503358013149927,0.9706454731485634,0.9999999999999999,2.0
xwinograd_en,15,xwinograd,benchmark,5,0,False,0.24482594599105995,0.9852153793941882,0.9999999999999999,2.0
xwinograd_en,30,xwinograd,benchmark,5,0,False,0.23780909048994345,0.9933601371377255,0.9999999999999999,2.0
xwinograd_en,50,xwinograd,benchmark,5,0,False,0.2378096577764978,0.9924695713983424,0.9999999999999999,2.0
xwinograd_fr,8,xwinograd,benchmark,3,2,False,0.0797335344769386,0.9600997954761755,1.0,2.0
xwinograd_fr,15,xwinograd,benchmark,3,2,False,0.15947149028771432,0.9601018052470801,1.0,2.0
xwinograd_fr,30,xwinograd,benchmark,3,2,False,0.2683713272695626,0.6859113586725,0.5,2.0
xwinograd_fr,50,xwinograd,benchmark,3,2,False,0.051242474491050426,0.0711732624670457,0.5,2.0
xwinograd_jp,8,xwinograd,benchmark,4,1,False,0.23863087103786315,0.9975407705246306,1.0,2.0
xwinograd_jp,15,xwinograd,benchmark,4,1,False,0.20436587427886346,0.9954754973806149,1.0,2.0
xwinograd_jp,30,xwinograd,benchmark,4,1,False,0.24333266669673112,0.9034257614984704,1.0,2.0
xwinograd_jp,50,xwinograd,benchmark,4,1,False,0.2146486304708686,0.9868703275123731,1.0,2.0
xwinograd_pt,15,xwinograd,benchmark,4,1,False,0.25899623538170913,0.9251914180298215,1.0,2.0
xwinograd_pt,30,xwinograd,benchmark,4,1,False,0.30660402167875306,0.9968856063309038,1.0,2.0
xwinograd_pt,50,xwinograd,benchmark,4,1,False,0.16963510500051898,0.9280432351811183,1.0,2.0
xwinograd_ru,2,xwinograd,benchmark,4,1,False,0.163354173692571,0.8800840277386368,1.0,2.0
xwinograd_ru,8,xwinograd,benchmark,4,1,False,0.08665339623537095,0.8427927393419853,0.7999999999999999,2.0
xwinograd_ru,15,xwinograd,benchmark,4,1,False,0.10118803103397248,0.8505898533200614,0.9486832980505139,2.0
xwinograd_ru,30,xwinograd,benchmark,4,1,False,0.0789837387416207,0.7430205338690701,0.7999999999999999,2.0
xwinograd_ru,50,xwinograd,benchmark,4,1,False,0.08123916006127377,0.7040298432460084,0.7999999999999999,2.0
xwinograd_zh,8,xwinograd,benchmark,5,0,False,0.19073496582700802,0.9409242881539097,0.9999999999999999,2.0
xwinograd_zh,15,xwinograd,benchmark,5,0,False,0.17062345908349758,0.9525216949554928,0.9999999999999999,2.0
xwinograd_zh,30,xwinograd,benchmark,5,0,False,0.22850476754995527,0.9476680193622615,0.9999999999999999,2.0
xwinograd_zh,50,xwinograd,benchmark,5,0,False,0.19839723230436884,0.9573040236721823,0.9999999999999999,2.0
