intervention,label,population,L,proxy_size,frac,reference_size,n_items,decision_acc,n_decided,decision_acc_decided,mean_abs_delta_proxy,mean_abs_delta_ref,reference_prefers
arch,depth (deep vs shallow),benchmark,15,175M,0.3,1.7B,397,0.5365239294710328,72,0.5277777777777778,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.3,1.7B,397,0.4785894206549118,72,0.4583333333333333,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.3,1.7B,397,0.4181360201511335,72,0.4305555555555556,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.3,1.7B,397,0.5113350125944585,72,0.5277777777777778,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.3,1.7B,397,0.5340050377833753,72,0.5416666666666666,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.4,1.7B,397,0.4483627204030226,72,0.4861111111111111,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.4,1.7B,397,0.4987405541561713,72,0.5694444444444444,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.4,1.7B,397,0.4962216624685138,72,0.5416666666666666,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.4,1.7B,397,0.5314861460957179,72,0.5138888888888888,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.4,1.7B,397,0.5340050377833753,72,0.6388888888888888,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.5,1.7B,397,0.491183879093199,72,0.5972222222222222,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.5,1.7B,397,0.4382871536523929,72,0.5277777777777778,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.5,1.7B,397,0.4458438287153652,72,0.4861111111111111,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.5,1.7B,397,0.4659949622166247,72,0.5138888888888888,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.5,1.7B,397,0.5818639798488665,72,0.625,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.6,1.7B,397,0.4987405541561713,72,0.6111111111111112,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.6,1.7B,397,0.4584382871536523,72,0.4861111111111111,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.6,1.7B,397,0.4105793450881612,72,0.5,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.6,1.7B,397,0.4559193954659949,72,0.5,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.6,1.7B,397,0.6120906801007556,72,0.7083333333333334,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.7,1.7B,397,0.4987405541561713,72,0.6111111111111112,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.7,1.7B,397,0.4181360201511335,72,0.4444444444444444,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.7,1.7B,397,0.4332493702770781,72,0.5277777777777778,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.7,1.7B,397,0.5138539042821159,72,0.5416666666666666,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.7,1.7B,397,0.5818639798488665,72,0.6805555555555556,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.8,1.7B,397,0.5239294710327456,72,0.6666666666666666,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.8,1.7B,397,0.4559193954659949,72,0.5416666666666666,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.8,1.7B,397,0.4130982367758186,72,0.4166666666666667,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.8,1.7B,397,0.5239294710327456,72,0.5555555555555556,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.8,1.7B,397,0.6095717884130982,72,0.6388888888888888,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.9,1.7B,397,0.5113350125944585,72,0.5972222222222222,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.9,1.7B,397,0.4382871536523929,72,0.4583333333333333,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.9,1.7B,397,0.4534005037783375,72,0.4166666666666667,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.9,1.7B,397,0.5289672544080605,72,0.5277777777777778,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.9,1.7B,397,0.7329974811083123,72,0.9027777777777778,,,
arch,depth (deep vs shallow),benchmark,15,175M,1.0,1.7B,397,0.5163727959697733,72,0.5694444444444444,0.0228918337531486,0.029585362720403,deep
arch,depth (deep vs shallow),benchmark,15,350M,1.0,1.7B,397,0.4458438287153652,72,0.5277777777777778,0.0260728715365239,0.029585362720403,deep
arch,depth (deep vs shallow),benchmark,15,600M,1.0,1.7B,397,0.4357682619647355,72,0.4444444444444444,0.0217697329974811,0.029585362720403,deep
arch,depth (deep vs shallow),benchmark,15,1B,1.0,1.7B,397,0.5088161209068011,72,0.5138888888888888,0.0262122720403022,0.029585362720403,deep
arch,depth (deep vs shallow),bpb_macro,15,175M,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.1,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.2,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.3,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.3,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.3,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.3,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.3,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.4,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.4,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.5,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.5,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.5,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.5,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.5,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.6,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.6,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.7,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.7,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.7,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.7,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.7,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.8,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.8,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.8,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,350M,0.9,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,600M,0.9,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1B,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,1.7B,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),bpb_macro,15,175M,1.0,1.7B,1,1.0,1,1.0,0.0747789999999999,0.0298709999999999,deep
arch,depth (deep vs shallow),bpb_macro,15,350M,1.0,1.7B,1,1.0,1,1.0,0.0002649999999999,0.0298709999999999,deep
arch,depth (deep vs shallow),bpb_macro,15,600M,1.0,1.7B,1,0.0,1,0.0,0.024688,0.0298709999999999,deep
arch,depth (deep vs shallow),bpb_macro,15,1B,1.0,1.7B,1,1.0,1,1.0,0.0025219999999999,0.0298709999999999,deep
arch,depth (deep vs shallow),loss,15,175M,0.1,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.1,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.1,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.2,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.2,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.2,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.3,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.3,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.3,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.3,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.3,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.4,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.4,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.5,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.5,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.5,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.5,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.5,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.6,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.6,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.7,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.7,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.7,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.7,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.7,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.8,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.8,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,350M,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,600M,0.9,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1B,0.9,1.7B,1,0.0,1,0.0,,,
arch,depth (deep vs shallow),loss,15,1.7B,0.9,1.7B,1,1.0,1,1.0,,,
arch,depth (deep vs shallow),loss,15,175M,1.0,1.7B,1,1.0,1,1.0,0.1507999999999998,0.0660000000000002,deep
arch,depth (deep vs shallow),loss,15,350M,1.0,1.7B,1,0.0,1,0.0,0.0259,0.0660000000000002,deep
arch,depth (deep vs shallow),loss,15,600M,1.0,1.7B,1,0.0,1,0.0,0.0198999999999998,0.0660000000000002,deep
arch,depth (deep vs shallow),loss,15,1B,1.0,1.7B,1,0.0,1,0.0,0.0009000000000001,0.0660000000000002,deep
arch,depth (deep vs shallow),bpb_trained,30,175M,0.1,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.1,1.7B,30,0.9666666666666668,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.1,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.1,1.7B,30,0.4666666666666667,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.1,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.2,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.2,1.7B,30,0.9666666666666668,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.2,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.2,1.7B,30,0.7666666666666667,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.2,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.3,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.3,1.7B,30,0.7666666666666667,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.3,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.3,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.3,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.4,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.4,1.7B,30,0.5,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.4,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.4,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.4,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.5,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.5,1.7B,30,0.8666666666666667,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.5,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.5,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.5,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.6,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.6,1.7B,30,0.9333333333333332,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.6,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.6,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.6,1.7B,30,0.9666666666666668,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.7,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.7,1.7B,30,0.8333333333333334,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.7,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.7,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.7,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.8,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.8,1.7B,30,0.8333333333333334,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.8,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.8,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.8,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,0.9,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,350M,0.9,1.7B,30,0.9,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,600M,0.9,1.7B,30,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1B,0.9,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,1.7B,0.9,1.7B,30,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,30,175M,1.0,1.7B,30,1.0,0,,0.0768474333333333,0.0049149,deep
arch,depth (deep vs shallow),bpb_trained,30,350M,1.0,1.7B,30,0.9666666666666668,0,,0.0029388666666666,0.0049149,deep
arch,depth (deep vs shallow),bpb_trained,30,600M,1.0,1.7B,30,0.0,0,,0.0049428666666666,0.0049149,deep
arch,depth (deep vs shallow),bpb_trained,30,1B,1.0,1.7B,30,1.0,0,,0.0064646333333333,0.0049149,deep
arch,depth (deep vs shallow),benchmark,30,175M,0.1,1.7B,555,0.5567567567567567,124,0.5725806451612904,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.1,1.7B,555,0.4612612612612612,124,0.4435483870967742,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.1,1.7B,555,0.4252252252252252,124,0.4032258064516129,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.1,1.7B,555,0.4684684684684684,124,0.4193548387096774,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.1,1.7B,555,0.4756756756756757,124,0.5483870967741935,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.2,1.7B,555,0.5045045045045045,124,0.532258064516129,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.2,1.7B,555,0.463063063063063,124,0.4354838709677419,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.2,1.7B,555,0.4720720720720721,124,0.4758064516129032,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.2,1.7B,555,0.4990990990990991,124,0.5725806451612904,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.2,1.7B,555,0.5135135135135135,124,0.5725806451612904,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.3,1.7B,555,0.4720720720720721,124,0.4838709677419355,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.3,1.7B,555,0.4756756756756757,124,0.5,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.3,1.7B,555,0.418018018018018,124,0.3467741935483871,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.3,1.7B,555,0.5261261261261261,124,0.5645161290322581,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.3,1.7B,555,0.581981981981982,124,0.6612903225806451,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.4,1.7B,555,0.4846846846846847,124,0.4838709677419355,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.4,1.7B,555,0.5009009009009009,124,0.4677419354838709,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.4,1.7B,555,0.5207207207207207,124,0.5241935483870968,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.4,1.7B,555,0.5099099099099099,124,0.5806451612903226,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.4,1.7B,555,0.5531531531531532,124,0.6129032258064516,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.5,1.7B,555,0.4720720720720721,124,0.4516129032258064,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.5,1.7B,555,0.5027027027027027,124,0.4516129032258064,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.5,1.7B,555,0.4594594594594595,124,0.4435483870967742,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.5,1.7B,555,0.4846846846846847,124,0.5645161290322581,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.5,1.7B,555,0.5513513513513514,124,0.5806451612903226,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.6,1.7B,84,0.5119047619047619,14,0.7142857142857143,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.6,1.7B,555,0.4918918918918919,124,0.4838709677419355,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.6,1.7B,555,0.4936936936936937,124,0.4677419354838709,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.6,1.7B,555,0.4612612612612612,124,0.4516129032258064,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.6,1.7B,555,0.6036036036036037,124,0.7016129032258065,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.7,1.7B,555,0.4882882882882883,124,0.5564516129032258,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.7,1.7B,555,0.4846846846846847,124,0.532258064516129,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.7,1.7B,555,0.4846846846846847,124,0.4274193548387097,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.7,1.7B,555,0.4882882882882883,124,0.4838709677419355,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.7,1.7B,555,0.609009009009009,124,0.7016129032258065,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.8,1.7B,555,0.5027027027027027,124,0.5806451612903226,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.8,1.7B,555,0.4792792792792792,124,0.4919354838709677,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.8,1.7B,555,0.4972972972972973,124,0.4677419354838709,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.8,1.7B,555,0.5117117117117117,124,0.4919354838709677,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.8,1.7B,555,0.6108108108108108,124,0.6612903225806451,,,
arch,depth (deep vs shallow),benchmark,30,175M,0.9,1.7B,555,0.4828828828828829,124,0.532258064516129,,,
arch,depth (deep vs shallow),benchmark,30,350M,0.9,1.7B,555,0.4558558558558558,124,0.4516129032258064,,,
arch,depth (deep vs shallow),benchmark,30,600M,0.9,1.7B,555,0.4828828828828829,124,0.4758064516129032,,,
arch,depth (deep vs shallow),benchmark,30,1B,0.9,1.7B,555,0.4918918918918919,124,0.5403225806451613,,,
arch,depth (deep vs shallow),benchmark,30,1.7B,0.9,1.7B,555,0.7027027027027027,124,0.8145161290322581,,,
arch,depth (deep vs shallow),benchmark,30,175M,1.0,1.7B,555,0.5207207207207207,124,0.5725806451612904,0.0225960252252252,0.0298527333333333,deep
arch,depth (deep vs shallow),benchmark,30,350M,1.0,1.7B,555,0.4738738738738738,124,0.4919354838709677,0.0193516036036036,0.0298527333333333,deep
arch,depth (deep vs shallow),benchmark,30,600M,1.0,1.7B,555,0.4936936936936937,124,0.4677419354838709,0.0302058036036036,0.0298527333333333,deep
arch,depth (deep vs shallow),benchmark,30,1B,1.0,1.7B,555,0.4558558558558558,124,0.4838709677419355,0.0227389333333333,0.0298527333333333,deep
arch,depth (deep vs shallow),bpb_macro,30,175M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.6,1.7B,1,0.0,0,,,,
