intervention,label,population,L,proxy_size,frac,reference_size,n_items,decision_acc,n_decided,decision_acc_decided,mean_abs_delta_proxy,mean_abs_delta_ref,reference_prefers
scheme,language lists (A vs B),bpb_trained,8,600M,0.4,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.4,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.4,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.5,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.5,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.5,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.5,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.5,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.6,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.6,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.6,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.6,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.6,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.7,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.7,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.7,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.7,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.7,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.8,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.8,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.8,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.8,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.8,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.9,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.9,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.9,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.9,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.9,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,1.0,1.7B,5,1.0,0,,0.0109098,0.0043101999999999,B
scheme,language lists (A vs B),bpb_trained,8,350M,1.0,1.7B,5,1.0,0,,0.0062774,0.0043101999999999,B
scheme,language lists (A vs B),bpb_trained,8,600M,1.0,1.7B,5,1.0,0,,0.0066757999999999,0.0043101999999999,B
scheme,language lists (A vs B),bpb_trained,8,1B,1.0,1.7B,5,1.0,0,,0.0055884,0.0043101999999999,B
scheme,language lists (A vs B),benchmark,8,175M,0.1,1.7B,166,0.3734939759036144,37,0.3243243243243243,,,
scheme,language lists (A vs B),benchmark,8,350M,0.1,1.7B,166,0.463855421686747,37,0.4054054054054054,,,
scheme,language lists (A vs B),benchmark,8,600M,0.1,1.7B,166,0.536144578313253,37,0.5405405405405406,,,
scheme,language lists (A vs B),benchmark,8,1B,0.1,1.7B,166,0.5120481927710844,37,0.6216216216216216,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.1,1.7B,166,0.5301204819277109,37,0.5675675675675675,,,
scheme,language lists (A vs B),benchmark,8,175M,0.2,1.7B,166,0.4698795180722891,37,0.4864864864864865,,,
scheme,language lists (A vs B),benchmark,8,350M,0.2,1.7B,166,0.3975903614457831,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,600M,0.2,1.7B,166,0.4939759036144578,37,0.4054054054054054,,,
scheme,language lists (A vs B),benchmark,8,1B,0.2,1.7B,166,0.4698795180722891,37,0.5405405405405406,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.2,1.7B,166,0.4879518072289157,37,0.4324324324324324,,,
scheme,language lists (A vs B),benchmark,8,175M,0.3,1.7B,166,0.4518072289156626,37,0.2972972972972973,,,
scheme,language lists (A vs B),benchmark,8,350M,0.3,1.7B,166,0.4397590361445783,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,600M,0.3,1.7B,166,0.5481927710843374,37,0.6216216216216216,,,
scheme,language lists (A vs B),benchmark,8,1B,0.3,1.7B,166,0.4759036144578313,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.3,1.7B,166,0.536144578313253,37,0.4864864864864865,,,
scheme,language lists (A vs B),benchmark,8,175M,0.4,1.7B,166,0.4337349397590361,37,0.3783783783783784,,,
scheme,language lists (A vs B),benchmark,8,350M,0.4,1.7B,166,0.3975903614457831,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,600M,0.4,1.7B,166,0.5542168674698795,37,0.5135135135135135,,,
scheme,language lists (A vs B),benchmark,8,1B,0.4,1.7B,166,0.4939759036144578,37,0.3783783783783784,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.4,1.7B,166,0.6265060240963856,37,0.7027027027027027,,,
scheme,language lists (A vs B),benchmark,8,175M,0.5,1.7B,166,0.5060240963855421,37,0.5135135135135135,,,
scheme,language lists (A vs B),benchmark,8,350M,0.5,1.7B,166,0.3734939759036144,37,0.2702702702702703,,,
scheme,language lists (A vs B),benchmark,8,600M,0.5,1.7B,166,0.5301204819277109,37,0.5675675675675675,,,
scheme,language lists (A vs B),benchmark,8,1B,0.5,1.7B,166,0.463855421686747,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.5,1.7B,166,0.5542168674698795,37,0.4324324324324324,,,
scheme,language lists (A vs B),benchmark,8,175M,0.6,1.7B,166,0.5240963855421686,37,0.4864864864864865,,,
scheme,language lists (A vs B),benchmark,8,350M,0.6,1.7B,166,0.4337349397590361,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,600M,0.6,1.7B,166,0.4879518072289157,37,0.5135135135135135,,,
scheme,language lists (A vs B),benchmark,8,1B,0.6,1.7B,166,0.4518072289156626,37,0.3243243243243243,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.6,1.7B,166,0.5903614457831325,37,0.6216216216216216,,,
scheme,language lists (A vs B),benchmark,8,175M,0.7,1.7B,166,0.4397590361445783,37,0.3243243243243243,,,
scheme,language lists (A vs B),benchmark,8,350M,0.7,1.7B,166,0.5,37,0.2702702702702703,,,
scheme,language lists (A vs B),benchmark,8,600M,0.7,1.7B,166,0.4216867469879518,37,0.2972972972972973,,,
scheme,language lists (A vs B),benchmark,8,1B,0.7,1.7B,166,0.4819277108433735,37,0.4324324324324324,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.7,1.7B,166,0.4939759036144578,37,0.6756756756756757,,,
scheme,language lists (A vs B),benchmark,8,175M,0.8,1.7B,166,0.463855421686747,37,0.5135135135135135,,,
scheme,language lists (A vs B),benchmark,8,350M,0.8,1.7B,166,0.4397590361445783,37,0.2972972972972973,,,
scheme,language lists (A vs B),benchmark,8,600M,0.8,1.7B,166,0.4819277108433735,37,0.4864864864864865,,,
scheme,language lists (A vs B),benchmark,8,1B,0.8,1.7B,166,0.463855421686747,37,0.4054054054054054,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.8,1.7B,166,0.5903614457831325,37,0.7567567567567568,,,
scheme,language lists (A vs B),benchmark,8,175M,0.9,1.7B,166,0.4939759036144578,37,0.4864864864864865,,,
scheme,language lists (A vs B),benchmark,8,350M,0.9,1.7B,166,0.5060240963855421,37,0.4054054054054054,,,
scheme,language lists (A vs B),benchmark,8,600M,0.9,1.7B,166,0.4337349397590361,37,0.3783783783783784,,,
scheme,language lists (A vs B),benchmark,8,1B,0.9,1.7B,166,0.4819277108433735,37,0.3513513513513513,,,
scheme,language lists (A vs B),benchmark,8,1.7B,0.9,1.7B,166,0.7891566265060241,37,0.8918918918918919,,,
scheme,language lists (A vs B),benchmark,8,175M,1.0,1.7B,166,0.463855421686747,37,0.4594594594594595,0.0309263554216867,0.0387807650602409,B
scheme,language lists (A vs B),benchmark,8,350M,1.0,1.7B,166,0.5060240963855421,37,0.4324324324324324,0.023805626506024,0.0387807650602409,B
scheme,language lists (A vs B),benchmark,8,600M,1.0,1.7B,166,0.3734939759036144,37,0.3513513513513513,0.0297076987951807,0.0387807650602409,B
scheme,language lists (A vs B),benchmark,8,1B,1.0,1.7B,166,0.4819277108433735,37,0.2702702702702703,0.027926469879518,0.0387807650602409,B
scheme,language lists (A vs B),bpb_macro,8,175M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.2,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.2,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.3,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.3,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,350M,0.9,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,600M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,1.7B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,8,175M,1.0,1.7B,1,1.0,0,,0.014205,0.0056979999999999,B
scheme,language lists (A vs B),bpb_macro,8,350M,1.0,1.7B,1,0.0,0,,0.0021120000000001,0.0056979999999999,B
scheme,language lists (A vs B),bpb_macro,8,600M,1.0,1.7B,1,1.0,0,,0.0032509999999998,0.0056979999999999,B
scheme,language lists (A vs B),bpb_macro,8,1B,1.0,1.7B,1,1.0,0,,0.032429,0.0056979999999999,B
scheme,language lists (A vs B),loss,8,175M,0.1,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,350M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,600M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,1.7B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,8,175M,1.0,1.7B,1,1.0,0,,0.0748000000000002,0.0182000000000002,B
scheme,language lists (A vs B),loss,8,350M,1.0,1.7B,1,1.0,0,,0.0461,0.0182000000000002,B
scheme,language lists (A vs B),loss,8,600M,1.0,1.7B,1,1.0,0,,0.0135999999999998,0.0182000000000002,B
scheme,language lists (A vs B),loss,8,1B,1.0,1.7B,1,1.0,0,,0.0529999999999999,0.0182000000000002,B
scheme,language lists (A vs B),bpb_trained,15,175M,0.1,1.7B,6,0.3333333333333333,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.1,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.1,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.1,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.1,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.2,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.2,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.2,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.2,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.2,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.3,1.7B,6,0.6666666666666666,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.3,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.3,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.3,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.3,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.4,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.4,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.4,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.4,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.4,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.5,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.5,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.5,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.5,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.5,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.6,1.7B,6,0.1666666666666666,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.6,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.6,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.6,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.6,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.7,1.7B,6,0.1666666666666666,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.7,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.7,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.7,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.7,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.8,1.7B,6,0.1666666666666666,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.8,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.8,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.8,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.8,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,0.9,1.7B,6,0.1666666666666666,1,,,,
scheme,language lists (A vs B),bpb_trained,15,350M,0.9,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,600M,0.9,1.7B,6,0.8333333333333334,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1B,0.9,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,1.7B,0.9,1.7B,6,1.0,1,,,,
scheme,language lists (A vs B),bpb_trained,15,175M,1.0,1.7B,6,0.1666666666666666,1,,0.0108204999999999,0.0075425,B
scheme,language lists (A vs B),bpb_trained,15,350M,1.0,1.7B,6,1.0,1,,0.0089901666666666,0.0075425,B
scheme,language lists (A vs B),bpb_trained,15,600M,1.0,1.7B,6,0.8333333333333334,1,,0.0134988333333333,0.0075425,B
scheme,language lists (A vs B),bpb_trained,15,1B,1.0,1.7B,6,1.0,1,,0.0063955,0.0075425,B
scheme,language lists (A vs B),benchmark,15,175M,0.1,1.7B,178,0.3876404494382022,38,0.5263157894736842,,,
scheme,language lists (A vs B),benchmark,15,350M,0.1,1.7B,178,0.4269662921348314,38,0.5526315789473685,,,
scheme,language lists (A vs B),benchmark,15,600M,0.1,1.7B,178,0.4550561797752809,38,0.6052631578947368,,,
scheme,language lists (A vs B),benchmark,15,1B,0.1,1.7B,178,0.4831460674157303,38,0.3421052631578947,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.1,1.7B,178,0.4213483146067415,38,0.3421052631578947,,,
scheme,language lists (A vs B),benchmark,15,175M,0.2,1.7B,178,0.4269662921348314,38,0.2894736842105263,,,
scheme,language lists (A vs B),benchmark,15,350M,0.2,1.7B,178,0.4943820224719101,38,0.5526315789473685,,,
scheme,language lists (A vs B),benchmark,15,600M,0.2,1.7B,178,0.4157303370786517,38,0.3421052631578947,,,
scheme,language lists (A vs B),benchmark,15,1B,0.2,1.7B,178,0.5617977528089888,38,0.5,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.2,1.7B,178,0.4101123595505618,38,0.5,,,
scheme,language lists (A vs B),benchmark,15,175M,0.3,1.7B,178,0.4213483146067415,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,350M,0.3,1.7B,178,0.4831460674157303,38,0.5526315789473685,,,
scheme,language lists (A vs B),benchmark,15,600M,0.3,1.7B,178,0.4213483146067415,38,0.3947368421052631,,,
scheme,language lists (A vs B),benchmark,15,1B,0.3,1.7B,178,0.5337078651685393,38,0.5263157894736842,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.3,1.7B,178,0.4775280898876404,38,0.6052631578947368,,,
scheme,language lists (A vs B),benchmark,15,175M,0.4,1.7B,178,0.4382022471910112,38,0.4736842105263157,,,
scheme,language lists (A vs B),benchmark,15,350M,0.4,1.7B,178,0.4662921348314606,38,0.5263157894736842,,,
scheme,language lists (A vs B),benchmark,15,600M,0.4,1.7B,178,0.5,38,0.6052631578947368,,,
scheme,language lists (A vs B),benchmark,15,1B,0.4,1.7B,178,0.5224719101123596,38,0.4473684210526316,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.4,1.7B,178,0.6348314606741573,38,0.631578947368421,,,
scheme,language lists (A vs B),benchmark,15,175M,0.5,1.7B,178,0.4438202247191011,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,350M,0.5,1.7B,178,0.4325842696629213,38,0.5,,,
scheme,language lists (A vs B),benchmark,15,600M,0.5,1.7B,178,0.4382022471910112,38,0.4736842105263157,,,
scheme,language lists (A vs B),benchmark,15,1B,0.5,1.7B,178,0.5,38,0.4473684210526316,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.5,1.7B,178,0.5112359550561798,38,0.6052631578947368,,,
scheme,language lists (A vs B),benchmark,15,175M,0.6,1.7B,178,0.5786516853932584,38,0.6842105263157895,,,
scheme,language lists (A vs B),benchmark,15,350M,0.6,1.7B,178,0.4943820224719101,38,0.4736842105263157,,,
scheme,language lists (A vs B),benchmark,15,600M,0.6,1.7B,178,0.4719101123595505,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,1B,0.6,1.7B,178,0.4382022471910112,38,0.1578947368421052,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.6,1.7B,178,0.601123595505618,38,0.6578947368421053,,,
scheme,language lists (A vs B),benchmark,15,175M,0.7,1.7B,178,0.4831460674157303,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,350M,0.7,1.7B,178,0.4943820224719101,38,0.5263157894736842,,,
scheme,language lists (A vs B),benchmark,15,600M,0.7,1.7B,178,0.4550561797752809,38,0.5,,,
scheme,language lists (A vs B),benchmark,15,1B,0.7,1.7B,178,0.5,38,0.4210526315789473,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.7,1.7B,178,0.5730337078651685,38,0.7368421052631579,,,
scheme,language lists (A vs B),benchmark,15,175M,0.8,1.7B,178,0.4325842696629213,38,0.6578947368421053,,,
scheme,language lists (A vs B),benchmark,15,350M,0.8,1.7B,178,0.5224719101123596,38,0.5,,,
scheme,language lists (A vs B),benchmark,15,600M,0.8,1.7B,178,0.4044943820224719,38,0.3421052631578947,,,
scheme,language lists (A vs B),benchmark,15,1B,0.8,1.7B,178,0.4662921348314606,38,0.4473684210526316,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.8,1.7B,178,0.5393258426966292,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,175M,0.9,1.7B,178,0.5,38,0.6578947368421053,,,
scheme,language lists (A vs B),benchmark,15,350M,0.9,1.7B,178,0.5393258426966292,38,0.5789473684210527,,,
scheme,language lists (A vs B),benchmark,15,600M,0.9,1.7B,178,0.3932584269662921,38,0.3947368421052631,,,
scheme,language lists (A vs B),benchmark,15,1B,0.9,1.7B,178,0.4775280898876404,38,0.4210526315789473,,,
scheme,language lists (A vs B),benchmark,15,1.7B,0.9,1.7B,178,0.6573033707865169,38,0.8947368421052632,,,
